User_ID,I/E,S/N,T/F,J/P
1,0.863552510738373,0.869624316692352,0.886210918426514,0.843439996242523
2,0.779510498046875,0.099284715950489,0.956941723823547,0.947657883167267
3,0.825618982315064,0.824346840381622,0.826623678207397,0.095456898212433
4,0.948402643203735,0.108543664216995,0.938025116920471,0.950551152229309
5,0.932926535606384,0.162848636507988,0.794638752937317,0.169447511434555
6,0.946313381195068,0.822464466094971,0.90414035320282,0.915005266666412
7,0.839105486869812,0.092852540314198,0.95076596736908,0.943185806274414
8,0.829714775085449,0.085773676633835,0.095541931688786,0.106587879359722
10,0.803237795829773,0.110323928296566,0.960228621959686,0.949908375740051
11,0.829714775085449,0.085773512721062,0.09554173797369,0.106587678194046
12,0.836688041687012,0.170183643698692,0.942269146442413,0.933727204799652
13,0.247019469738007,0.866324722766876,0.832107186317444,0.789702594280243
14,0.198886528611183,0.038615848869085,0.20793117582798,0.135975837707519
15,0.953090131282806,0.189848557114601,0.07735437899828,0.844692528247833
16,0.926806509494782,0.164265841245651,0.907986760139465,0.146724313497543
17,0.022780718281865,0.961570739746094,0.11953816562891,0.101217597723007
19,0.035225033760071,0.018887164071202,0.962035298347473,0.962125539779663
20,0.197499886155128,0.914831936359406,0.059045974165201,0.213582679629326
21,0.813796877861023,0.878707230091095,0.935030221939087,0.151967123150826
22,0.255957633256912,0.291901707649231,0.737599849700928,0.134329453110695
23,0.106460437178612,0.141511917114258,0.783122420310974,0.897963762283325
24,0.842363357543945,0.242601379752159,0.859811544418335,0.768950045108795
25,0.85148698091507,0.874092400074005,0.939668536186218,0.123833887279034
26,0.217021450400352,0.791974484920502,0.223522827029228,0.183008566498756
27,0.029717855155468,0.964558720588684,0.092045918107033,0.942301988601685
28,0.159165546298027,0.842982172966003,0.106892012059689,0.162423431873321
29,0.038071218878031,0.021765386685729,0.954264581203461,0.95799970626831
30,0.056890625506639,0.061873871833086,0.076702892780304,0.949126958847046
31,0.201204597949982,0.04286152869463,0.165917500853538,0.158434122800827
32,0.01861535385251,0.036377031356096,0.964841187000275,0.028802845627069
33,0.156921654939652,0.898534297943115,0.879418611526489,0.08298110216856
34,0.207650363445282,0.844508528709412,0.089506685733795,0.217243209481239
35,0.207009583711624,0.817798137664795,0.149858564138412,0.863807678222656
36,0.94451504945755,0.909186005592346,0.061945483088493,0.900678873062134
37,0.038194857537746,0.945055484771728,0.884689390659332,0.916674375534058
38,0.069072127342224,0.039343811571598,0.885608017444611,0.031091626733541
39,0.940881192684174,0.95615017414093,0.78271621465683,0.158363908529282
40,0.761790752410889,0.094031490385532,0.963660776615143,0.941407144069672
41,0.022974766790867,0.967464029788971,0.095767848193645,0.909259617328644
42,0.037032645195723,0.049893397837877,0.956978023052216,0.914643406867981
43,0.933796405792236,0.221703231334686,0.887632250785828,0.179605826735496
44,0.894958257675171,0.870679557323456,0.075364112854004,0.922830998897552
45,0.900363922119141,0.1897973716259,0.127542361617088,0.263475596904755
46,0.813699126243591,0.134269252419472,0.934702455997467,0.936169445514679
47,0.943636357784271,0.12054730951786,0.08573879301548,0.913946688175201
49,0.959835290908814,0.13810633122921,0.926294326782227,0.947876036167145
50,0.06279630959034,0.071633815765381,0.900971293449402,0.936028182506561
51,0.045220665633678,0.04160875454545,0.06544791162014,0.136817544698715
52,0.137059569358826,0.034627504646778,0.877677261829376,0.032746255397797
53,0.039607789367437,0.94592559337616,0.848692059516907,0.048141047358513
55,0.189985066652298,0.039548091590405,0.211372718214989,0.121793814003468
56,0.073422096669674,0.071582056581974,0.917211055755615,0.926378130912781
57,0.827445209026337,0.237766683101654,0.891675412654877,0.270206481218338
58,0.231532111763954,0.169565632939339,0.80586701631546,0.159880250692367
59,0.233688607811928,0.805842161178589,0.233927592635155,0.129340395331383
60,0.915119290351868,0.20805911719799,0.905841708183289,0.719802975654602
62,0.858246564865112,0.838597059249878,0.839063286781311,0.759286642074585
63,0.907900154590607,0.042576145380735,0.038051344454288,0.067202307283878
64,0.02846759930253,0.963907599449158,0.117878094315529,0.911589920520782
66,0.116533406078815,0.038957238197327,0.893027245998383,0.032988097518682
67,0.802407145500183,0.071071781218052,0.960661053657532,0.956634879112244
68,0.733751177787781,0.077687218785286,0.961766242980957,0.958485960960388
70,0.240521147847176,0.817264139652252,0.235448032617569,0.924004852771759
71,0.885024964809418,0.905037105083466,0.221629828214645,0.093907855451107
72,0.161653563380241,0.835896492004395,0.119529165327549,0.16506814956665
73,0.068295314908028,0.882311463356018,0.094380155205727,0.841332912445068
74,0.199737355113029,0.801209688186646,0.081274680793285,0.229525625705719
75,0.948749303817749,0.148135676980019,0.234675496816635,0.926835536956787
76,0.035148181021214,0.022318171337247,0.962915658950806,0.962643086910248
77,0.802521944046021,0.847117483615875,0.200054079294205,0.073491528630257
79,0.081663943827152,0.9405078291893,0.92792546749115,0.917076349258423
80,0.038348000496626,0.943788886070251,0.113305829465389,0.93195378780365
81,0.146777302026749,0.195462167263031,0.820823073387146,0.863162159919739
82,0.929898500442505,0.087604537606239,0.087301261723042,0.090292952954769
83,0.074483267962933,0.953903377056122,0.918515026569366,0.935224592685699
84,0.809103667736053,0.245722085237503,0.908561587333679,0.19120942056179
86,0.178205713629723,0.80592954158783,0.864210188388824,0.129698604345322
88,0.05072408914566,0.029219955205917,0.054766573011875,0.184656530618668
89,0.115432322025299,0.151259928941727,0.795587718486786,0.076928272843361
91,0.921691179275513,0.91182553768158,0.055736552923918,0.91143000125885
95,0.953676044940948,0.17817734181881,0.877540528774262,0.122830778360367
98,0.160870298743248,0.0535220913589,0.949504017829895,0.95283031463623
99,0.736550748348236,0.18446284532547,0.948298752307892,0.940830290317535
103,0.126752272248268,0.044342577457428,0.848360538482666,0.031129250302911
104,0.198328793048859,0.915456175804138,0.792244732379913,0.080776691436768
107,0.190930709242821,0.799625515937805,0.099396102130413,0.198873430490494
109,0.04123417660594,0.03725790604949,0.041928455233574,0.037052601575851
111,0.12422151863575,0.042958125472069,0.061617854982615,0.036227647215128
112,0.918458759784698,0.218185111880302,0.897748649120331,0.139379382133484
113,0.142869427800178,0.041470065712929,0.959489643573761,0.850054264068604
114,0.789536714553833,0.072723247110844,0.947133600711822,0.950917780399322
116,0.936107993125916,0.222877502441406,0.090721786022186,0.151470601558685
117,0.865317285060883,0.963114798069,0.867517173290253,0.883070826530456
119,0.072246797382832,0.04981366917491,0.876184999942779,0.032093919813633
122,0.849271535873413,0.033665597438812,0.029227908700705,0.041523620486259
124,0.723849058151245,0.236688241362572,0.775443434715271,0.142607182264328
