idx,I/E,S/N,T/F,J/P
1,0.40818166732788086,0.5000567436218262,0.40527188777923584,0.5046617984771729
2,0.4615064561367035,0.4795008897781372,0.588212251663208,0.48941290378570557
3,0.42969322204589844,0.5554132461547852,0.5915567874908447,0.48212000727653503
4,0.4447685778141022,0.537887692451477,0.5963793992996216,0.49555301666259766
5,0.5606544017791748,0.4551418423652649,0.49059581756591797,0.582190752029419
6,0.6000875234603882,0.5430524945259094,0.4642646014690399,0.6362788677215576
7,0.2743286192417145,0.6259962320327759,0.5419833660125732,0.3842907249927521
8,0.27429306507110596,0.674980103969574,0.5470812320709229,0.41209954023361206
9,0.2819664180278778,0.6604548692703247,0.617199182510376,0.39853253960609436
10,0.5575963258743286,0.4630202651023865,0.485204815864563,0.5909029841423035
11,0.3834788203239441,0.5045303702354431,0.39695900678634644,0.5219579339027405
12,0.42861899733543396,0.5690389275550842,0.6000372767448425,0.47267889976501465
13,0.5703986883163452,0.4723869562149048,0.5039920806884766,0.6024899482727051
14,0.28679296374320984,0.6136996746063232,0.5186428427696228,0.40721821784973145
15,0.4444282054901123,0.5186659693717957,0.5714454650878906,0.5091841220855713
16,0.5627284646034241,0.4535134732723236,0.4749826490879059,0.570736825466156
17,0.5687519311904907,0.46555235981941223,0.4846211075782776,0.5939947962760925
18,0.387198805809021,0.5341651439666748,0.42725852131843567,0.5477784872055054
19,0.5655767917633057,0.44011417031288147,0.4877302944660187,0.5875940322875977
20,0.29570257663726807,0.6429389715194702,0.552025556564331,0.38020798563957214
21,0.7238048315048218,0.5576705932617188,0.3408398926258087,0.6705368161201477
22,0.5835329294204712,0.49343475699424744,0.48063352704048157,0.5594371557235718
23,0.7443850040435791,0.5154685378074646,0.3243463635444641,0.6512225270271301
24,0.44966983795166016,0.5075907707214355,0.5544369220733643,0.4509895145893097
25,0.278550922870636,0.659620463848114,0.5401312112808228,0.4077261984348297
26,0.35697925090789795,0.5070707201957703,0.3896433413028717,0.49348732829093933
27,0.7289256453514099,0.5357149839401245,0.33512693643569946,0.670634925365448
28,0.5653743743896484,0.4396061897277832,0.48494359850883484,0.563914954662323
29,0.45832663774490356,0.4734209179878235,0.5759146809577942,0.49965184926986694
30,0.4198550879955292,0.5673496723175049,0.5930485129356384,0.49637359380722046
